Latitude,Longitude,elevation_m,slope_m_per_m,slope_degrees,slope_percent
-25.398889,31.610556,248.0,0.009944291021049599,0.5697471256911533,0.9944291021049598
-25.362222,31.956667,157.0,0.07254923765618249,4.149495174966285,7.254923765618249
-24.034167,31.123611,331.0,0.0,0.0,0.0
-24.99328,30.81444,1247.0,0.24164438449662584,13.584784974474045,24.164438449662583
-25.14944444,31.94055556,158.0,0.0,0.0,0.0
-27.937778,31.209444,626.0,0.17966223499820336,10.185227452737434,17.966223499820337
-31.000833,26.353056,1378.0,0.0,0.0,0.0
-25.447222,30.711667,821.0,0.0,0.0,0.0
-27.902778,24.615556,1055.0,0.0,0.0,0.0
-31.5653,18.3306,8.0,0.0,0.0,0.0
-30.13573889,30.67422222,46.0,0.026949335249730505,1.5437095279166577,2.6949335249730506
-24.768889,31.39,366.0,0.043460374164042366,2.4885300221160924,4.346037416404236
-22.548889,28.898056,659.0,0.029180074236253243,1.6714208153052732,2.9180074236253244
-22.935,28.004167,778.0,0.019508411594584846,1.1176078847227393,1.9508411594584847
-31.860278,18.6875,37.0,0.2947273080191206,16.42168489505339,29.47273080191206
-29.161667,23.696389,986.0,0.0,0.0,0.0
-24.9675,31.516667,287.0,0.03963659090907076,2.269821196365126,3.9636590909070764
-29.042222,24.6,1111.0,0.020550154577629914,1.1772714202508612,2.0550154577629915
-28.376944,24.303056,1018.0,0.035932446999640676,2.057892189239802,3.5932446999640675
-29.028629,24.638389,1112.0,0.0,0.0,0.0
-24.670833,28.560833,1150.0,0.05479770759901604,3.1365404262583407,5.479770759901604
-28.1175,26.719444,1284.0,0.0,0.0,0.0
-29.033333,23.983333,999.0,0.14743439241503256,8.386947981859391,14.743439241503257
-34.405833,19.600556,69.0,0.09881422924901186,5.643318280533978,9.881422924901186
-28.96362,19.15486,306.0,0.0,0.0,0.0
-34.005833,22.351111,141.0,0.17966223499820336,10.185227452737434,17.966223499820337
-34.02861,22.22222,7.0,0.0,0.0,0.0
-27.935,26.126667,1253.0,0.07117513590706792,4.071169443886749,7.117513590706793
-27.4,26.624722,1260.0,0.008983111749910169,0.514680546190779,0.8983111749910169
-29.615556,27.065278,1433.0,0.0,0.0,0.0
-23.838611,31.640833,211.0,0.0,0.0,0.0
-28.768056,20.720556,659.0,0.11272762060554878,6.431665108294324,11.272762060554879
-31.436944,20.474722,1030.0,0.010528548096082434,0.6032190819544193,1.0528548096082435
-28.7115,24.07288889,1003.0,0.020484839446524423,1.1735307136181068,2.048483944652442
-29.1825,23.575556,978.0,0.0,0.0,0.0
-31.394444,20.947222,1045.0,0.0,0.0,0.0
-29.651389,22.746389,950.0,0.0,0.0,0.0
-29.758889,30.935278,74.0,1.2520783337883068,51.386614819131175,125.20783337883068
-33.72266667,18.61691667,31.0,0.11727883003826232,6.689025990836121,11.727883003826232
-33.970833,22.548333,93.0,0.5737200470246876,29.84375747744939,57.37200470246876
-33.870833,20.003333,139.0,0.008983111749910169,0.514680546190779,0.8983111749910169
-33.464444,18.740556,113.0,0.23356090549766437,13.146387365390506,23.356090549766435
-33.08883333,19.21878333,668.0,0.09649747009511318,5.511831758367091,9.649747009511318
-32.94583,18.33667,10.0,0.08983111749910168,5.1331659066209285,8.983111749910169
-32.601389,18.750556,50.0,0.0,0.0,0.0
-28.308889,31.9025,66.0,0.05101699830171322,2.9205266575364104,5.101699830171322
-24.95861111,29.39527778,850.0,0.008983111749910169,0.514680546190779,0.8983111749910169
-26.619444,27.980833,1437.0,0.12057838002860598,6.875439484983805,12.057838002860597
-26.510278,28.351389,1513.0,0.0,0.0,0.0
