Latitude,Longitude,Sample Date,red
-26.45,28.085833,2011-03-14,12540.0
-25.127778,27.628889,2011-03-15,5122.0
-25.20639,27.558,2011-03-15,9985.0
-24.69514,27.40906,2011-03-15,10524.0
-25.73411,27.21422,2011-03-15,11078.5
-26.006389,29.253889,2011-03-15,
-28.747778,31.745833,2011-03-15,
-30.733889,29.828333,2011-03-15,8871.0
-27.398611,26.614722,2011-03-15,10126.0
-27.495556,26.074722,2011-03-15,11540.5
-24.282222,28.090278,2011-03-16,9767.0
-30.398056,30.601944,2011-03-16,8829.5
-30.27402,30.69602,2011-03-16,9971.5
-26.880278,26.965,2011-03-16,9354.5
-27.273889,28.49,2011-03-16,9407.5
-34.031944,22.053333,2011-03-16,7826.0
-23.763056,27.908611,2011-03-17,
-27.00222,28.76528,2011-03-17,9947.0
-27.02314,28.59389,2011-03-17,10129.0
-24.925278,29.324444,2011-03-18,9276.5
-29.803611,30.516111,2011-03-18,9192.0
-26.970278,27.211111,2011-03-21,11496.0
-27.01011111,26.69808333,2011-03-22,10728.5
-25.99136,27.84208,2011-03-22,
-26.861111,28.884722,2011-03-22,9353.0
-26.45,28.085833,2011-03-22,12540.0
-27.398611,26.614722,2011-03-22,10126.0
-33.501667,21.624167,2011-03-22,
-33.31388889,19.07472222,2011-03-22,9170.5
-28.338333,31.373611,2011-03-22,10977.5
-29.641944,30.6875,2011-03-23,8975.0
-28.735556,29.820556,2011-03-23,18581.0
-26.648056,27.089444,2011-03-23,4649.5
-27.044444,27.005,2011-03-23,9503.5
-29.160278,26.573333,2011-03-23,
-33.13083,18.86278,2011-03-23,11778.5
-25.45963889,28.26430556,2011-03-23,11096.0
-25.81048333,27.90955222,2011-03-24,10317.0
-27.602222,29.942778,2011-03-24,9473.5
-27.3,28.586944,2011-03-24,9929.5
-33.38056,19.30167,2011-03-24,10808.5
-27.00222,28.76528,2011-03-25,9947.0
-27.02314,28.59389,2011-03-25,10129.0
-30.160091,27.40124,2011-03-25,10918.0
-30.336111,27.359444,2011-03-25,10233.5
-28.760833,17.730278,2011-03-27,12802.0
-22.43772222,31.07805556,2011-03-28,9460.0
-26.73806,27.59194,2011-03-28,9661.5
-25.127778,27.628889,2011-03-29,9735.5
-25.20639,27.558,2011-03-29,9964.0
-24.69514,27.40906,2011-03-29,10023.0
-27.169444,29.233889,2011-03-29,
-26.98472222,26.63227778,2011-03-29,10262.5
-28.141944,26.417778,2011-03-29,9878.0
-28.116667,26.725278,2011-03-29,
-27.398611,26.614722,2011-03-29,10126.0
-29.160278,26.573333,2011-03-29,
-27.495556,26.074722,2011-03-29,11540.5
-34.065833,20.404167,2011-03-30,8314.0
-27.363611,31.783333,2011-03-30,65535.0
-26.905,32.324722,2011-03-30,
-28.75,30.442778,2011-03-30,17511.0
-29.161667,30.629722,2011-03-30,8811.0
-26.880278,26.965,2011-03-30,9354.5
-27.398611,26.614722,2011-03-30,10126.0
-28.69485,28.23487,2011-03-30,9143.0
-28.883333,27.89,2011-03-30,9399.5
-33.818056,19.694722,2011-03-30,9768.0
-34.075556,20.145556,2011-03-30,11717.0
-27.00222,28.76528,2011-03-31,9947.0
-27.02314,28.59389,2011-03-31,10129.0
-30.679722,26.7125,2011-03-31,10303.0
-30.534167,24.961944,2011-03-31,
-33.897778,20.012778,2011-03-31,8647.0
-22.769722,30.886944,2011-04-01,9181.0
-27.802778,28.768333,2011-04-01,
-27.5275,30.858056,2011-04-02,9861.5
-25.99136,27.84208,2011-04-04,
-25.513889,31.224444,2011-04-04,9137.5
-25.398889,31.610556,2011-04-04,10534.5
-24.183889,30.823889,2011-04-05,9618.5
-23.281,30.54305556,2011-04-05,12142.0
-25.362222,31.956667,2011-04-05,10038.5
-29.380556,30.2775,2011-04-05,8897.5
-27.398611,26.614722,2011-04-05,10126.0
-25.45963889,28.26430556,2011-04-05,11096.0
-25.81048333,27.90955222,2011-04-06,10317.0
-23.658056,31.05,2011-04-06,10644.0
-24.058889,31.237222,2011-04-06,9677.5
-24.034167,31.123611,2011-04-06,8840.5
-24.99328,30.81444,2011-04-06,
-25.14944444,31.94055556,2011-04-06,10701.0
-27.937778,31.209444,2011-04-06,9164.0
-28.404444,30.013056,2011-04-06,9245.0
-26.880278,26.965,2011-04-06,9354.5
-31.000833,26.353056,2011-04-06,10014.0
-24.679167,30.8025,2011-04-07,10583.0
-24.99328,30.81444,2011-04-07,
-27.02314,28.59389,2011-04-07,10129.0
-28.760833,17.730278,2011-04-10,12668.0
-26.73806,27.59194,2011-04-10,9661.5
-25.49037,30.6986,2011-04-11,8746.5
-29.987778,29.851667,2011-04-11,8783.5
-29.744167,29.905833,2011-04-11,9285.0
-26.861111,28.884722,2011-04-11,9323.5
-26.970278,27.211111,2011-04-11,11496.0
-26.45,28.085833,2011-04-11,12540.0
-31.396,29.2651,2011-04-11,11559.0
-31.554722,29.245556,2011-04-11,
-27.356667,27.286389,2011-04-11,8968.5
-25.447222,30.711667,2011-04-11,8813.5
-27.01011111,26.69808333,2011-04-12,10728.5
-25.127778,27.628889,2011-04-12,9735.5
-25.20639,27.558,2011-04-12,9964.0
-24.69514,27.40906,2011-04-12,10023.0
-25.73411,27.21422,2011-04-12,11078.5
-26.006389,29.253889,2011-04-12,
-26.03611,30.99778,2011-04-12,9198.0
-28.801278,31.955389,2011-04-12,9127.5
-30.733889,29.828333,2011-04-12,8963.5
-27.169444,29.233889,2011-04-12,19083.0
-27.802778,28.768333,2011-04-12,10453.5
-26.98472222,26.63227778,2011-04-12,10262.5
-27.398611,26.614722,2011-04-12,10126.0
-29.160278,26.573333,2011-04-12,
-30.568333,29.422778,2011-04-12,10007.0
-30.570833,29.150556,2011-04-12,10029.5
-33.501667,21.624167,2011-04-12,10022.5
-27.495556,26.074722,2011-04-12,11540.5
-25.57877778,29.12747222,2011-04-12,11586.5
-28.801278,31.955389,2011-04-13,9127.5
-30.398056,30.601944,2011-04-13,8243.0
-30.27402,30.69602,2011-04-13,9160.5
-26.648056,27.089444,2011-04-13,4649.5
-27.044444,27.005,2011-04-13,9503.5
-31.031389,28.883333,2011-04-13,14145.0
-30.86013889,29.07125,2011-04-13,23205.5
-24.925278,29.324444,2011-04-14,9276.5
-27.00222,28.76528,2011-04-14,9947.0
-27.02314,28.59389,2011-04-14,10129.0
-30.160091,27.40124,2011-04-14,10481.0
-30.336111,27.359444,2011-04-14,10967.0
-30.830556,26.921389,2011-04-15,9173.0
-27.902778,24.615556,2011-04-15,9285.5
-34.031944,22.053333,2011-04-15,7826.0
-29.803611,30.516111,2011-04-15,9059.0
-22.43772222,31.07805556,2011-04-16,9460.0
-25.99136,27.84208,2011-04-18,
-34.039722,22.133333,2011-04-18,9608.0
-28.735556,29.820556,2011-04-19,9524.0
-27.802778,28.768333,2011-04-19,10453.5
-33.38056,19.30167,2011-04-19,10602.0
-33.31388889,19.07472222,2011-04-19,10235.0
-27.356667,27.286389,2011-04-19,8968.5
-28.068333,31.55,2011-04-19,
-27.398611,26.614722,2011-04-20,10126.0
-29.160278,26.573333,2011-04-20,
-30.830556,26.921389,2011-04-21,9173.0
-27.363611,31.783333,2011-04-21,8734.0
-27.044444,27.005,2011-04-21,9503.5
-27.902778,24.615556,2011-04-21,9285.5
-28.760833,17.730278,2011-04-25,12668.0
-26.861111,28.884722,2011-04-25,9323.5
-26.970278,27.211111,2011-04-25,11496.0
-26.45,28.085833,2011-04-25,12540.0
-27.01011111,26.69808333,2011-04-26,10728.5
-25.127778,27.628889,2011-04-26,9735.5
-25.20639,27.558,2011-04-26,9964.0
-24.69514,27.40906,2011-04-26,10023.0
-27.169444,29.233889,2011-04-26,19083.0
-26.98472222,26.63227778,2011-04-26,10262.5
-27.398611,26.614722,2011-04-26,10126.0
-27.495556,26.074722,2011-04-26,11540.5
-34.065833,20.404167,2011-04-27,8314.0
-28.75,30.442778,2011-04-27,10763.0
-29.161667,30.629722,2011-04-27,9652.0
-26.880278,26.965,2011-04-27,9354.5
-33.897778,20.012778,2011-04-28,8420.0
-25.99136,27.84208,2011-05-02,
-29.380556,30.2775,2011-05-03,4559.0
-26.45,28.085833,2011-05-03,12540.0
-27.902778,24.615556,2011-05-03,10356.0
-25.45963889,28.26430556,2011-05-03,11096.0
-25.57877778,29.12747222,2011-05-03,11586.5
-25.81048333,27.90955222,2011-05-04,10317.0
-26.006389,29.253889,2011-05-04,
-28.404444,30.013056,2011-05-04,
-27.802778,28.768333,2011-05-04,10453.5
-27.356667,27.286389,2011-05-04,8968.5
-27.937778,31.209444,2011-05-05,9000.0
-27.5275,30.858056,2011-05-05,
-27.3,28.586944,2011-05-05,9929.5
-27.398611,26.614722,2011-05-05,10126.0
-27.00222,28.76528,2011-05-06,9947.0
-27.02314,28.59389,2011-05-06,10129.0
-26.648056,27.089444,2011-05-06,4649.5
-26.970278,27.211111,2011-05-06,11496.0
-28.760833,17.730278,2011-05-08,12668.0
-29.7775,29.470833,2011-05-09,9597.0
-29.744167,29.905833,2011-05-09,9948.5
-26.861111,28.884722,2011-05-09,9323.5
-26.970278,27.211111,2011-05-09,11496.0
-31.104278,29.399722,2011-05-09,9006.0
-25.127778,27.628889,2011-05-10,9735.5
-25.20639,27.558,2011-05-10,9964.0
-24.69514,27.40906,2011-05-10,10023.0
-24.058889,31.237222,2011-05-10,9677.5
-24.034167,31.123611,2011-05-10,8840.5
-28.747778,31.745833,2011-05-10,9097.5
-30.733889,29.828333,2011-05-10,
-26.98472222,26.63227778,2011-05-10,10262.5
-27.398611,26.614722,2011-05-10,10126.0
-29.160278,26.573333,2011-05-10,
-31.396,29.2651,2011-05-10,12254.0
-33.501667,21.624167,2011-05-10,10022.5
-32.502778,19.535833,2011-05-10,11629.0
-31.5653,18.3306,2011-05-10,10084.0
-27.495556,26.074722,2011-05-10,11540.5
-24.183889,30.823889,2011-05-11,9618.5
-28.801278,31.955389,2011-05-11,9127.5
-30.398056,30.601944,2011-05-11,8624.0
-30.27402,30.69602,2011-05-11,9635.0
-27.00222,28.76528,2011-05-11,9947.0
-27.02314,28.59389,2011-05-11,10129.0
-27.273889,28.49,2011-05-11,9407.5
-27.4275,28.525833,2011-05-11,11296.0
-27.044444,27.005,2011-05-11,9503.5
-22.225556,29.990556,2014-11-24,10256.5
-30.568333,29.422778,2011-05-11,
-30.570833,29.150556,2011-05-11,10267.0
-32.595833,19.009444,2011-05-11,9225.5
-29.140556,31.391944,2011-05-12,10284.5
-29.641944,30.6875,2011-05-12,8820.5
-24.679167,30.8025,2011-05-12,10583.0
-30.830556,26.921389,2011-05-12,9945.5
-30.13573889,30.67422222,2011-05-12,12321.0
-26.73806,27.59194,2011-05-12,9661.5
-31.000833,26.353056,2011-05-12,
-22.225556,29.990556,2015-07-30,9254.5
-22.225556,29.990556,2015-08-03,9254.5
-30.679722,26.7125,2011-05-12,
-31.031389,28.883333,2011-05-12,10335.0
-30.86013889,29.07125,2011-05-12,10314.0
-30.77586667,29.03221667,2011-05-12,10258.5
-24.925278,29.324444,2011-05-13,9276.5
-29.658056,25.973333,2011-05-13,10940.0
-30.534167,24.961944,2011-05-13,10328.5
-29.803611,30.516111,2011-05-13,9201.0
-25.447222,30.711667,2011-05-13,8813.5
-25.99136,27.84208,2011-05-16,
-25.513889,31.224444,2011-05-16,8504.5
-26.861111,28.884722,2011-05-16,9323.5
-26.970278,27.211111,2011-05-16,11496.0
-34.031944,22.053333,2011-05-16,7826.0
-34.039722,22.133333,2011-05-16,9608.0
-33.38056,19.30167,2011-05-16,9831.5
-33.31388889,19.07472222,2011-05-16,8375.0
-27.01011111,26.69808333,2011-05-17,10728.5
-25.436111,31.982222,2011-05-17,10263.0
-25.681111,31.783333,2011-05-17,11140.0
-25.67386,31.57527,2011-05-17,8834.5
-26.98472222,26.63227778,2011-05-17,10262.5
-27.398611,26.614722,2011-05-17,10126.0
-25.45963889,28.26430556,2011-05-17,11096.0
-28.338333,31.373611,2011-05-17,11080.0
-28.068333,31.55,2011-05-17,4467.5
-25.81048333,27.90955222,2011-05-18,10317.0
-24.768889,31.39,2011-05-18,9886.5
-26.880278,26.965,2011-05-18,9354.5
-28.801278,31.955389,2011-05-19,9127.5
-27.169444,29.233889,2011-05-19,19083.0
-25.447222,30.711667,2011-05-19,8813.5
-22.548889,28.898056,2011-05-20,8921.5
-22.43772222,31.07805556,2011-05-20,9460.0
-27.902778,24.615556,2011-05-20,10356.0
-28.760833,17.730278,2011-05-22,12930.0
-25.49037,30.6986,2011-05-23,8746.5
-28.75,30.442778,2011-05-23,10763.0
-26.73806,27.59194,2011-05-23,9661.5
-26.45,28.085833,2011-05-23,12540.0
-27.356667,27.286389,2011-05-23,8968.5
-22.935,28.004167,2011-05-24,10328.0
-33.980556,21.653333,2011-05-24,11839.0
-25.127778,27.628889,2011-05-24,9735.5
-25.20639,27.558,2011-05-24,9964.0
-24.69514,27.40906,2011-05-24,10023.0
-27.363611,31.783333,2011-05-24,
-27.169444,29.233889,2011-05-24,19083.0
-27.802778,28.768333,2011-05-24,10453.5
-28.141944,26.417778,2011-05-24,9878.0
-28.116667,26.725278,2011-05-24,
-27.398611,26.614722,2011-05-24,10126.0
-27.671111,27.236944,2011-05-24,11403.0
-28.69485,28.23487,2011-05-24,8992.0
-34.092222,21.295278,2011-05-24,9683.0
-27.495556,26.074722,2011-05-24,11540.5
-34.065833,20.404167,2011-05-25,8231.0
-23.23572222,27.717,2011-05-25,9458.0
-28.75,30.442778,2011-05-25,10763.0
-29.161667,30.629722,2011-05-25,9652.0
-26.648056,27.089444,2011-05-25,4649.5
-27.273889,28.49,2011-05-25,9176.5
-27.4275,28.525833,2011-05-25,
-27.3,28.586944,2011-05-25,11956.0
-27.398611,26.614722,2011-05-25,10126.0
-27.044444,27.005,2011-05-25,9503.5
-30.679722,26.7125,2011-05-25,
-34.250556,20.9925,2011-05-25,8151.0
-33.818056,19.694722,2011-05-25,10767.0
-34.075556,20.145556,2011-05-25,10224.5
-30.398056,30.601944,2011-05-26,8624.0
-30.27402,30.69602,2011-05-26,9635.0
-27.00222,28.76528,2011-05-26,11318.5
-27.02314,28.59389,2011-05-26,9902.0
-27.671111,27.236944,2011-05-26,10926.0
-27.356667,27.286389,2011-05-26,
-33.897778,20.012778,2011-05-26,8420.0
-27.902778,24.615556,2011-05-27,10356.0
-22.91028,29.61111,2011-05-28,9906.5
-25.99136,27.84208,2011-05-30,9873.5
-26.861111,28.884722,2011-05-30,9323.5
-26.970278,27.211111,2011-05-30,8329.5
-26.45,28.085833,2011-05-30,12540.0
-27.01011111,26.69808333,2011-05-31,9294.5
-29.380556,30.2775,2011-05-31,4559.0
-27.802778,28.768333,2011-05-31,10453.5
-26.98472222,26.63227778,2011-05-31,11976.0
-27.398611,26.614722,2011-05-31,10734.5
-29.160278,26.573333,2011-05-31,
-25.45963889,28.26430556,2011-05-31,11096.0
-25.81048333,27.90955222,2011-06-01,10917.0
-28.404444,30.013056,2011-06-01,10330.0
-27.00222,28.76528,2011-06-01,11318.5
-27.02314,28.59389,2011-06-01,9902.0
-26.648056,27.089444,2011-06-01,4649.5
-27.3,28.586944,2011-06-01,11956.0
-27.044444,27.005,2011-06-01,12945.0
-28.058889,30.373611,2011-06-01,
-27.937778,31.209444,2011-06-02,9000.0
-27.5275,30.858056,2011-06-02,
-30.568333,29.422778,2011-06-04,9117.5
-28.760833,17.730278,2011-06-05,12930.0
-29.7775,29.470833,2011-06-06,11228.5
-29.987778,29.851667,2011-06-06,9322.0
-29.744167,29.905833,2011-06-06,
-26.73806,27.59194,2011-06-06,9627.0
-31.104278,29.399722,2011-06-06,12127.5
-31.396,29.2651,2011-06-06,12254.0
-31.554722,29.245556,2011-06-06,8581.0
-25.57877778,29.12747222,2011-06-06,11586.5
-25.127778,27.628889,2011-06-07,9735.5
-25.20639,27.558,2011-06-07,9964.0
-24.69514,27.40906,2011-06-07,10023.0
-23.658056,31.05,2011-06-07,10729.5
-26.006389,29.253889,2011-06-07,8900.0
-28.747778,31.745833,2011-06-07,9097.5
-30.733889,29.828333,2011-06-07,9635.5
-27.169444,29.233889,2011-06-07,19083.0
-27.398611,26.614722,2011-06-07,10734.5
-30.86013889,29.07125,2011-06-07,4650.0
-30.570833,29.150556,2011-06-07,10328.0
-30.77586667,29.03221667,2011-06-07,11950.0
-27.495556,26.074722,2011-06-07,12815.0
-30.830556,26.921389,2011-06-08,9945.5
-22.769722,30.886944,2011-06-08,9635.0
-30.398056,30.601944,2011-06-08,8624.0
-30.27402,30.69602,2011-06-08,9635.0
-27.02314,28.59389,2011-06-08,9902.0
-26.880278,26.965,2011-06-08,11493.0
-29.140556,31.391944,2011-06-09,10284.5
-24.925278,29.324444,2011-06-09,9389.0
-27.902778,24.615556,2011-06-10,10356.0
-29.803611,30.516111,2011-06-10,9201.0
-31.5653,18.3306,2011-06-12,
-25.99136,27.84208,2011-06-13,9873.5
-27.671111,27.236944,2011-06-13,10926.0
-27.356667,27.286389,2011-06-13,
-31.860278,18.6875,2011-06-14,
-24.679167,30.8025,2011-06-14,10583.0
-28.735556,29.820556,2011-06-14,9970.5
-26.861111,28.884722,2011-06-14,11155.0
-27.00222,28.76528,2011-06-14,11318.5
-26.45,28.085833,2011-06-14,12540.0
-27.398611,26.614722,2011-06-14,10734.5
-34.031944,22.053333,2011-06-14,7826.0
-25.45963889,28.26430556,2011-06-14,11096.0
-28.338333,31.373611,2011-06-14,11080.0
-28.068333,31.55,2011-06-14,4467.5
-25.81048333,27.90955222,2011-06-15,10917.0
-30.830556,26.921389,2011-06-15,9945.5
-24.058889,31.237222,2011-06-15,
-24.034167,31.123611,2011-06-15,
-27.3,28.586944,2011-06-15,11956.0
-33.501667,21.624167,2011-06-15,9702.5
-27.602222,29.942778,2011-06-16,
-30.679722,26.7125,2011-06-16,
-28.760833,17.730278,2011-06-19,12930.0
-27.602222,29.942778,2011-06-20,
-28.883333,27.89,2011-06-20,9807.0
-25.436111,31.982222,2011-06-21,10263.0
-25.127778,27.628889,2011-06-21,9735.5
-25.20639,27.558,2011-06-21,9964.0
-24.69514,27.40906,2011-06-21,10023.0
-25.681111,31.783333,2011-06-21,11140.0
-26.970278,27.211111,2011-06-21,8329.5
-26.73806,27.59194,2011-06-21,9627.0
-34.039722,22.133333,2011-06-21,9608.0
-33.38056,19.30167,2011-06-21,9924.0
-33.31388889,19.07472222,2011-06-21,8842.0
-27.356667,27.286389,2011-06-21,
-29.161667,23.696389,2011-06-22,
-27.01011111,26.69808333,2011-06-22,9294.5
-25.14944444,31.94055556,2011-06-22,12090.0
-24.9675,31.516667,2011-06-22,4813.5
-28.75,30.442778,2011-06-22,10763.0
-29.161667,30.629722,2011-06-22,9652.0
-27.169444,29.233889,2011-06-22,12828.0
-27.02314,28.59389,2011-06-22,9902.0
-26.98472222,26.63227778,2011-06-22,11976.0
-27.398611,26.614722,2011-06-22,10734.5
-29.042222,24.6,2011-06-22,12433.0
-34.092222,21.295278,2011-06-22,9683.0
-27.495556,26.074722,2011-06-22,12815.0
-30.27402,30.69602,2011-06-23,9635.0
-26.648056,27.089444,2011-06-23,12231.0
-26.880278,26.965,2011-06-23,11493.0
-27.044444,27.005,2011-06-23,12945.0
-28.376944,24.303056,2011-06-23,11299.0
-29.028629,24.638389,2011-06-23,10670.0
-28.69485,28.23487,2011-06-23,9424.5
-25.398889,31.610556,2011-06-24,
-27.573056,24.746389,2011-06-24,10739.5
-27.902778,24.615556,2011-06-24,10356.0
-26.861111,28.884722,2011-06-27,11155.0
-27.02314,28.59389,2011-06-27,9902.0
-26.45,28.085833,2011-06-27,12540.0
-31.396,29.2651,2011-06-27,10470.0
-24.670833,28.560833,2011-06-28,9196.0
-29.380556,30.2775,2011-06-28,4559.0
-31.104278,29.399722,2011-06-28,12127.5
-33.818056,19.694722,2011-06-28,10364.0
-29.161667,23.696389,2011-06-29,
-25.81048333,27.90955222,2011-06-29,10917.0
-24.282222,28.090278,2011-06-29,9336.0
-23.23572222,27.717,2011-06-29,9458.0
-26.03611,30.99778,2011-06-29,
-27.937778,31.209444,2011-06-29,9000.0
-28.404444,30.013056,2011-06-29,10330.0
-27.02314,28.59389,2011-06-29,9902.0
-28.141944,26.417778,2011-06-29,9878.0
-28.1175,26.719444,2011-06-29,12640.0
-29.033333,23.983333,2011-06-29,
-30.568333,29.422778,2011-06-29,9117.5
-25.447222,30.711667,2011-06-29,9485.0
-27.01011111,26.69808333,2011-06-30,9294.5
-22.935,28.004167,2011-06-30,10328.0
-22.91028,29.61111,2011-06-30,9212.0
-27.5275,30.858056,2011-06-30,
-26.648056,27.089444,2011-06-30,12231.0
-26.970278,27.211111,2011-06-30,8329.5
-26.880278,26.965,2011-06-30,11493.0
-27.38972222,26.46388889,2011-06-30,11587.5
-26.98472222,26.63227778,2011-06-30,11976.0
-34.065833,20.404167,2012-01-10,
-34.065833,20.404167,2012-02-01,
-34.065833,20.404167,2012-02-29,
-27.398611,26.614722,2011-06-30,10734.5
-31.031389,28.883333,2011-06-30,12239.5
-30.86013889,29.07125,2011-06-30,4650.0
-30.77586667,29.03221667,2011-06-30,11950.0
-27.356667,27.286389,2011-06-30,
-33.897778,20.012778,2011-06-30,8602.0
-22.43772222,31.07805556,2011-07-02,10005.0
-28.760833,17.730278,2011-07-03,12483.0
-29.7775,29.470833,2011-07-04,11228.5
-29.987778,29.851667,2011-07-04,9322.0
-29.744167,29.905833,2011-07-04,
-26.73806,27.59194,2011-07-04,9627.0
-30.830556,26.921389,2011-07-05,10161.0
-25.127778,27.628889,2011-07-05,9735.5
-25.20639,27.558,2011-07-05,9964.0
-24.69514,27.40906,2011-07-05,10023.0
-23.658056,31.05,2011-07-05,10421.0
-30.733889,29.828333,2011-07-05,10034.5
-27.169444,29.233889,2011-07-05,12828.0
-34.065833,20.404167,2014-01-21,12142.0
-34.065833,20.404167,2014-02-11,12142.0
-34.065833,20.404167,2014-03-11,12142.0
-27.671111,27.236944,2011-07-05,10926.0
-28.69485,28.23487,2011-07-05,9424.5
-28.883333,27.89,2011-07-05,9807.0
-29.161667,23.696389,2011-07-06,
-30.27402,30.69602,2011-07-06,10312.5
-27.00222,28.76528,2011-07-06,11318.5
-27.02314,28.59389,2011-07-06,9902.0
-27.398611,26.614722,2011-07-06,10734.5
-34.065833,20.404167,2015-02-24,8156.0
-27.044444,27.005,2011-07-06,12945.0
-34.405833,19.600556,2011-07-06,
-27.495556,26.074722,2011-07-06,12815.0
-28.376944,24.303056,2011-07-07,11299.0
-34.065833,20.404167,2015-10-27,36673.0
-27.573056,24.746389,2011-07-08,10739.5
-27.902778,24.615556,2011-07-08,10356.0
-28.460833,21.248889,2011-07-08,11887.0
-29.803611,30.516111,2011-07-08,9993.5
-28.96362,19.15486,2011-07-09,
-25.99136,27.84208,2011-07-11,9873.5
-26.45,28.085833,2011-07-11,12540.0
-26.98472222,26.63227778,2011-07-11,11976.0
-29.160278,26.573333,2011-07-11,10826.0
-23.281,30.54305556,2011-07-12,10108.5
-27.02314,28.59389,2011-07-12,9902.0
-26.648056,27.089444,2011-07-12,12231.0
-26.970278,27.211111,2011-07-12,8329.5
-26.880278,26.965,2011-07-12,11493.0
-27.044444,27.005,2011-07-12,12945.0
-29.160278,26.573333,2011-07-12,10826.0
-30.160091,27.40124,2011-07-12,11063.0
-28.883333,27.89,2011-07-12,9807.0
-34.039722,22.133333,2011-07-12,9705.5
-32.502778,19.535833,2011-07-12,11127.5
-31.5653,18.3306,2011-07-12,
-34.005833,22.351111,2011-07-12,
-25.45963889,28.26430556,2011-07-12,11096.0
-29.161667,23.696389,2011-07-13,
-25.81048333,27.90955222,2011-07-13,10917.0
-29.641944,30.6875,2011-07-13,9297.5
-22.769722,30.886944,2011-07-13,9704.0
-29.033333,23.983333,2011-07-13,
-34.02861,22.22222,2011-07-13,8849.5
-31.860278,18.6875,2011-07-14,10981.0
-27.602222,29.942778,2011-07-14,
-27.3,28.586944,2011-07-14,11956.0
-27.573056,24.746389,2011-07-14,10739.5
-29.033333,23.983333,2011-07-14,
-30.160091,27.40124,2011-07-14,11063.0
-30.336111,27.359444,2011-07-14,10645.0
-34.250556,20.9925,2011-07-14,8048.0
-25.362222,31.956667,2011-07-15,11078.0
-25.14944444,31.94055556,2011-07-15,12090.0
-29.658056,25.973333,2011-07-15,11213.0
-31.000833,26.353056,2011-07-15,9657.0
-30.534167,24.961944,2011-07-15,10794.0
-28.760833,17.730278,2011-07-17,12483.0
-26.861111,28.884722,2011-07-18,11155.0
-26.73806,27.59194,2011-07-18,9627.0
-28.69485,28.23487,2011-07-18,9424.5
-25.127778,27.628889,2011-07-19,
