Latitude,Longitude,pet,year,month,day,quarter
-30.77586667,29.03221667,141.5,2011,1,20,1
-24.925278,29.324444,162.40001,2011,1,21,1
-28.460833,21.248889,244.7,2011,1,21,1
-24.679167,30.8025,143.3,2011,1,24,1
-25.99136,27.84208,161.1,2011,1,24,1
-25.49037,30.6986,144.7,2011,1,24,1
-26.970278,27.211111,173.90001,2011,1,24,1
-27.671111,27.236944,182.90001,2011,1,24,1
-27.356667,27.286389,182.40001,2011,1,24,1
-27.01011111,26.69808333,183.5,2011,1,25,1
-26.98472222,26.63227778,181.40001,2011,1,25,1
-27.398611,26.614722,191.90001,2011,1,25,1
-33.818056,19.694722,201.8,2011,1,25,1
-25.45963889,28.26430556,164.5,2011,1,25,1
-33.897778,20.012778,196.1,2011,1,25,1
-25.81048333,27.90955222,164.1,2011,1,26,1
-34.065833,20.404167,179.3,2011,1,26,1
-24.058889,31.237222,154.6,2011,1,26,1
-26.648056,27.089444,170.90001,2011,1,26,1
-26.880278,26.965,175.5,2011,1,26,1
-27.273889,28.49,164.3,2011,1,26,1
-27.044444,27.005,178.7,2011,1,26,1
-34.092222,21.295278,173.1,2011,1,26,1
-27.02314,28.59389,163.1,2011,1,27,1
-26.73806,27.59194,168.1,2011,1,27,1
-28.760833,17.730278,257.5,2011,1,30,1
-26.861111,28.884722,161.0,2011,1,31,1
-26.73806,27.59194,168.1,2011,1,31,1
-25.127778,27.628889,169.3,2011,1,2,1
-24.69514,27.40906,172.90001,2011,1,2,1
-27.363611,31.783333,154.40001,2011,1,2,1
-27.802778,28.768333,159.1,2011,1,2,1
-29.160278,26.573333,190.1,2011,1,2,1
-34.329722,18.990278,158.2,2011,1,2,1
-25.20639,27.558,170.0,2011,2,2,1
-23.281,30.54305556,154.40001,2011,3,2,1
-28.801278,31.955389,150.2,2011,3,2,1
-27.00222,28.76528,161.6,2011,3,2,1
-27.02314,28.59389,163.1,2011,3,2,1
-27.3,28.586944,163.40001,2011,3,2,1
-30.679722,26.7125,180.90001,2011,3,2,1
-28.460833,21.248889,244.7,2011,3,2,1
-28.460833,21.248889,244.7,2011,4,2,2
-29.140556,31.391944,143.5,2011,7,2,3
-25.99136,27.84208,161.1,2011,7,2,3
-24.058889,31.237222,154.6,2011,7,2,3
-26.73806,27.59194,168.1,2011,7,2,3
-30.86013889,29.07125,140.6,2011,7,2,3
-27.356667,27.286389,182.40001,2011,7,2,3
-28.058889,30.373611,158.0,2011,7,2,3
-27.01011111,26.69808333,183.5,2011,8,2,3
-27.169444,29.233889,157.3,2011,8,2,3
-26.98472222,26.63227778,181.40001,2011,8,2,3
-27.398611,26.614722,191.90001,2011,8,2,3
-27.573056,24.746389,208.40001,2011,8,2,3
-33.501667,21.624167,189.1,2011,8,2,3
-32.502778,19.535833,233.40001,2011,8,2,3
-25.45963889,28.26430556,164.5,2011,8,2,3
-26.970278,27.211111,173.90001,2011,9,2,3
-27.273889,28.49,164.3,2011,9,2,3
-28.69485,28.23487,160.7,2011,9,2,3
-28.883333,27.89,164.2,2011,9,2,3
-27.02314,28.59389,163.1,2011,10,2,4
-30.679722,26.7125,180.90001,2011,10,2,4
-30.534167,24.961944,205.0,2011,10,2,4
-34.031944,22.053333,157.5,2011,10,2,4
-34.039722,22.133333,156.0,2011,10,2,4
-32.595833,19.009444,218.5,2011,10,2,4
-28.801278,31.955389,150.2,2011,11,2,4
-29.658056,25.973333,186.90001,2011,11,2,4
-28.068333,31.55,159.1,2011,11,2,4
-28.760833,17.730278,257.5,2011,2,13,1
-29.7775,29.470833,138.3,2011,2,14,1
-29.987778,29.851667,136.0,2011,2,14,1
-29.744167,29.905833,141.6,2011,2,14,1
-26.861111,28.884722,161.0,2011,2,14,1
-26.45,28.085833,162.5,2011,2,14,1
-31.396,29.2651,134.5,2011,2,14,1
-25.20639,27.558,170.0,2011,2,15,1
-24.69514,27.40906,172.90001,2011,2,15,1
-26.006389,29.253889,152.0,2011,2,15,1
-27.802778,28.768333,159.1,2011,2,15,1
-27.398611,26.614722,191.90001,2011,2,15,1
-27.671111,27.236944,182.90001,2011,2,15,1
-29.160278,26.573333,190.1,2011,2,15,1
-30.568333,29.422778,137.7,2011,2,15,1
-30.570833,29.150556,138.90001,2011,2,15,1
-33.38056,19.30167,194.3,2011,2,15,1
-33.31388889,19.07472222,205.90001,2011,2,15,1
-27.495556,26.074722,194.2,2011,2,15,1
-25.436111,31.982222,148.90001,2011,2,16,1
-24.39619444,27.08983333,169.2,2011,2,16,1
-25.67386,31.57527,154.8,2011,2,16,1
-30.733889,29.828333,132.40001,2011,2,16,1
-30.398056,30.601944,134.7,2011,2,16,1
-27.273889,28.49,164.3,2011,2,16,1
-27.3,28.586944,163.40001,2011,2,16,1
-27.044444,27.005,178.7,2011,2,16,1
-30.86013889,29.07125,140.6,2011,2,16,1
-30.77586667,29.03221667,141.5,2011,2,16,1
-33.13083,18.86278,207.1,2011,2,16,1
-24.925278,29.324444,162.40001,2011,2,17,1
-27.00222,28.76528,161.6,2011,2,17,1
-27.02314,28.59389,163.1,2011,2,17,1
-22.43772222,31.07805556,172.0,2011,2,18,1
-29.803611,30.516111,134.2,2011,2,18,1
-25.99136,27.84208,161.1,2011,2,21,1
-26.861111,28.884722,161.0,2011,2,21,1
-26.73806,27.59194,168.1,2011,2,21,1
-26.45,28.085833,162.5,2011,2,21,1
-27.01011111,26.69808333,183.5,2011,2,22,1
-27.169444,29.233889,157.3,2011,2,22,1
-26.98472222,26.63227778,181.40001,2011,2,22,1
-27.398611,26.614722,191.90001,2011,2,22,1
-29.160278,26.573333,190.1,2011,2,22,1
-33.818056,19.694722,201.8,2011,2,22,1
-25.81048333,27.90955222,164.1,2011,2,23,1
-29.641944,30.6875,139.7,2011,2,23,1
-34.065833,20.404167,179.3,2011,2,23,1
-33.980556,21.653333,164.5,2011,2,23,1
-22.769722,30.886944,159.8,2011,2,23,1
-27.00222,28.76528,161.6,2011,2,23,1
-27.02314,28.59389,163.1,2011,2,23,1
-27.38972222,26.46388889,193.3,2011,2,23,1
-27.398611,26.614722,191.90001,2011,2,23,1
-27.671111,27.236944,182.90001,2011,2,23,1
-27.356667,27.286389,182.40001,2011,2,23,1
-33.897778,20.012778,196.1,2011,2,23,1
-23.763056,27.908611,156.3,2011,2,24,1
-23.23572222,27.717,162.0,2011,2,24,1
-28.44555556,32.325,144.8,2011,2,24,1
-30.679722,26.7125,180.90001,2011,2,24,1
-30.160091,27.40124,171.3,2011,2,24,1
-30.336111,27.359444,171.90001,2011,2,24,1
-28.460833,21.248889,244.7,2011,2,24,1
-22.91028,29.61111,151.90001,2011,2,25,1
-28.760833,17.730278,257.5,2011,2,27,1
-24.183889,30.823889,152.3,2011,1,3,1
-27.398611,26.614722,191.90001,2011,1,3,1
-27.671111,27.236944,182.90001,2011,1,3,1
-29.160278,26.573333,190.1,2011,1,3,1
-27.495556,26.074722,194.2,2011,1,3,1
-23.658056,31.05,156.40001,2011,2,3,1
-26.648056,27.089444,170.90001,2011,2,3,1
-27.802778,28.768333,159.1,2011,2,3,1
-24.679167,30.8025,143.3,2011,3,3,1
-27.273889,28.49,164.3,2011,3,3,1
-27.3,28.586944,163.40001,2011,3,3,1
-30.679722,26.7125,180.90001,2011,3,3,1
-27.02314,28.59389,163.1,2011,4,3,2
-25.99136,27.84208,161.1,2011,7,3,3
-31.554722,29.245556,123.700005,2011,7,3,3
-27.01011111,26.69808333,183.5,2011,8,3,3
-27.802778,28.768333,159.1,2011,8,3,3
-26.98472222,26.63227778,181.40001,2011,8,3,3
-27.398611,26.614722,191.90001,2011,8,3,3
-27.671111,27.236944,182.90001,2011,8,3,3
-29.160278,26.573333,190.1,2011,8,3,3
-31.396,29.2651,134.5,2011,8,3,3
-25.45963889,28.26430556,164.5,2011,8,3,3
-25.81048333,27.90955222,164.1,2011,9,3,3
-22.225556,29.990556,164.1,2011,9,3,3
-26.03611,30.99778,155.6,2011,9,3,3
-28.404444,30.013056,160.6,2011,9,3,3
-29.380556,30.2775,134.90001,2011,9,3,3
-26.648056,27.089444,170.90001,2011,9,3,3
-26.970278,27.211111,173.90001,2011,9,3,3
-27.273889,28.49,164.3,2011,9,3,3
-27.3,28.586944,163.40001,2011,9,3,3
-27.044444,27.005,178.7,2011,9,3,3
-28.69485,28.23487,160.7,2011,9,3,3
-28.883333,27.89,164.2,2011,9,3,3
-30.568333,29.422778,137.7,2011,9,3,3
-30.570833,29.150556,138.90001,2011,9,3,3
-34.329722,18.990278,158.2,2011,9,3,3
-30.830556,26.921389,175.90001,2011,10,3,4
-25.49037,30.6986,144.7,2011,10,3,4
-29.380556,30.2775,134.90001,2011,10,3,4
-30.86013889,29.07125,140.6,2011,10,3,4
-30.77586667,29.03221667,141.5,2011,10,3,4
-29.658056,25.973333,186.90001,2011,11,3,4
-30.534167,24.961944,205.0,2011,11,3,4
-31.031389,28.883333,138.90001,2011,11,3,4
-34.039722,22.133333,156.0,2011,11,3,4
-28.760833,17.730278,257.5,2011,3,13,1
-29.7775,29.470833,138.3,2011,3,14,1
-29.987778,29.851667,136.0,2011,3,14,1
-29.744167,29.905833,141.6,2011,3,14,1
-26.861111,28.884722,161.0,2011,3,14,1
-26.73806,27.59194,168.1,2011,3,14,1
-26.45,28.085833,162.5,2011,3,14,1
-25.127778,27.628889,169.3,2011,3,15,1
-25.20639,27.558,170.0,2011,3,15,1
-24.69514,27.40906,172.90001,2011,3,15,1
-25.73411,27.21422,164.0,2011,3,15,1
-26.006389,29.253889,152.0,2011,3,15,1
-28.747778,31.745833,152.90001,2011,3,15,1
-30.733889,29.828333,132.40001,2011,3,15,1
-27.398611,26.614722,191.90001,2011,3,15,1
-27.495556,26.074722,194.2,2011,3,15,1
-24.282222,28.090278,155.40001,2011,3,16,1
-30.398056,30.601944,134.7,2011,3,16,1
-30.27402,30.69602,134.40001,2011,3,16,1
-26.880278,26.965,175.5,2011,3,16,1
-27.273889,28.49,164.3,2011,3,16,1
-34.031944,22.053333,157.5,2011,3,16,1
-23.763056,27.908611,156.3,2011,3,17,1
-27.00222,28.76528,161.6,2011,3,17,1
-27.02314,28.59389,163.1,2011,3,17,1
-24.925278,29.324444,162.40001,2011,3,18,1
-29.803611,30.516111,134.2,2011,3,18,1
-26.970278,27.211111,173.90001,2011,3,21,1
-27.01011111,26.69808333,183.5,2011,3,22,1
-25.99136,27.84208,161.1,2011,3,22,1
-26.861111,28.884722,161.0,2011,3,22,1
-26.45,28.085833,162.5,2011,3,22,1
-27.398611,26.614722,191.90001,2011,3,22,1
-33.501667,21.624167,189.1,2011,3,22,1
-33.31388889,19.07472222,205.90001,2011,3,22,1
-28.338333,31.373611,148.5,2011,3,22,1
-29.641944,30.6875,139.7,2011,3,23,1
-28.735556,29.820556,157.90001,2011,3,23,1
-26.648056,27.089444,170.90001,2011,3,23,1
-27.044444,27.005,178.7,2011,3,23,1
-29.160278,26.573333,190.1,2011,3,23,1
-33.13083,18.86278,207.1,2011,3,23,1
-25.45963889,28.26430556,164.5,2011,3,23,1
-25.81048333,27.90955222,164.1,2011,3,24,1
-27.602222,29.942778,165.8,2011,3,24,1
-27.3,28.586944,163.40001,2011,3,24,1
-33.38056,19.30167,194.3,2011,3,24,1
-27.00222,28.76528,161.6,2011,3,25,1
-27.02314,28.59389,163.1,2011,3,25,1
-30.160091,27.40124,171.3,2011,3,25,1
-30.336111,27.359444,171.90001,2011,3,25,1
-28.760833,17.730278,257.5,2011,3,27,1
-22.43772222,31.07805556,172.0,2011,3,28,1
-26.73806,27.59194,168.1,2011,3,28,1
-25.127778,27.628889,169.3,2011,3,29,1
-25.20639,27.558,170.0,2011,3,29,1
-24.69514,27.40906,172.90001,2011,3,29,1
-27.169444,29.233889,157.3,2011,3,29,1
-26.98472222,26.63227778,181.40001,2011,3,29,1
-28.141944,26.417778,192.90001,2011,3,29,1
-28.116667,26.725278,188.7,2011,3,29,1
-27.398611,26.614722,191.90001,2011,3,29,1
-29.160278,26.573333,190.1,2011,3,29,1
-27.495556,26.074722,194.2,2011,3,29,1
-34.065833,20.404167,179.3,2011,3,30,1
-27.363611,31.783333,154.40001,2011,3,30,1
-26.905,32.324722,159.5,2011,3,30,1
-28.75,30.442778,161.1,2011,3,30,1
-29.161667,30.629722,137.6,2011,3,30,1
-26.880278,26.965,175.5,2011,3,30,1
-27.398611,26.614722,191.90001,2011,3,30,1
-28.69485,28.23487,160.7,2011,3,30,1
-28.883333,27.89,164.2,2011,3,30,1
-33.818056,19.694722,201.8,2011,3,30,1
-34.075556,20.145556,183.2,2011,3,30,1
-27.00222,28.76528,161.6,2011,3,31,1
-27.02314,28.59389,163.1,2011,3,31,1
-30.679722,26.7125,180.90001,2011,3,31,1
-30.534167,24.961944,205.0,2011,3,31,1
-33.897778,20.012778,196.1,2011,3,31,1
-22.769722,30.886944,159.8,2011,1,4,1
-27.802778,28.768333,159.1,2011,1,4,1
-27.5275,30.858056,150.3,2011,2,4,1
-25.99136,27.84208,161.1,2011,4,4,2
-25.513889,31.224444,149.40001,2011,4,4,2
-25.398889,31.610556,146.8,2011,4,4,2
-24.183889,30.823889,152.3,2011,5,4,2
-23.281,30.54305556,154.40001,2011,5,4,2
-25.362222,31.956667,146.6,2011,5,4,2
-29.380556,30.2775,134.90001,2011,5,4,2
-27.398611,26.614722,191.90001,2011,5,4,2
-25.45963889,28.26430556,164.5,2011,5,4,2
-25.81048333,27.90955222,164.1,2011,6,4,2
-23.658056,31.05,156.40001,2011,6,4,2
-24.058889,31.237222,154.6,2011,6,4,2
-24.034167,31.123611,153.8,2011,6,4,2
-24.99328,30.81444,131.40001,2011,6,4,2
-25.14944444,31.94055556,146.8,2011,6,4,2
-27.937778,31.209444,154.3,2011,6,4,2
-28.404444,30.013056,160.6,2011,6,4,2
-26.880278,26.965,175.5,2011,6,4,2
-31.000833,26.353056,181.2,2011,6,4,2
-24.679167,30.8025,143.3,2011,7,4,3
-24.99328,30.81444,131.40001,2011,7,4,3
-27.02314,28.59389,163.1,2011,7,4,3
-28.760833,17.730278,257.5,2011,10,4,4
-26.73806,27.59194,168.1,2011,10,4,4
-25.49037,30.6986,144.7,2011,11,4,4
-29.987778,29.851667,136.0,2011,11,4,4
-29.744167,29.905833,141.6,2011,11,4,4
-26.861111,28.884722,161.0,2011,11,4,4
-26.970278,27.211111,173.90001,2011,11,4,4
-26.45,28.085833,162.5,2011,11,4,4
-31.396,29.2651,134.5,2011,11,4,4
-31.554722,29.245556,123.700005,2011,11,4,4
-27.356667,27.286389,182.40001,2011,11,4,4
-25.447222,30.711667,146.6,2011,11,4,4
-27.01011111,26.69808333,183.5,2011,12,4,4
-25.127778,27.628889,169.3,2011,12,4,4
-25.20639,27.558,170.0,2011,12,4,4
-24.69514,27.40906,172.90001,2011,12,4,4
-25.73411,27.21422,164.0,2011,12,4,4
-26.006389,29.253889,152.0,2011,12,4,4
-26.03611,30.99778,155.6,2011,12,4,4
-28.801278,31.955389,150.2,2011,12,4,4
-30.733889,29.828333,132.40001,2011,12,4,4
-27.169444,29.233889,157.3,2011,12,4,4
-27.802778,28.768333,159.1,2011,12,4,4
-26.98472222,26.63227778,181.40001,2011,12,4,4
-27.398611,26.614722,191.90001,2011,12,4,4
-29.160278,26.573333,190.1,2011,12,4,4
-30.568333,29.422778,137.7,2011,12,4,4
-30.570833,29.150556,138.90001,2011,12,4,4
-33.501667,21.624167,189.1,2011,12,4,4
-27.495556,26.074722,194.2,2011,12,4,4
-25.57877778,29.12747222,161.6,2011,12,4,4
-28.801278,31.955389,150.2,2011,4,13,2
-30.398056,30.601944,134.7,2011,4,13,2
-30.27402,30.69602,134.40001,2011,4,13,2
-26.648056,27.089444,170.90001,2011,4,13,2
-27.044444,27.005,178.7,2011,4,13,2
-31.031389,28.883333,138.90001,2011,4,13,2
-30.86013889,29.07125,140.6,2011,4,13,2
-24.925278,29.324444,162.40001,2011,4,14,2
-27.00222,28.76528,161.6,2011,4,14,2
-27.02314,28.59389,163.1,2011,4,14,2
-30.160091,27.40124,171.3,2011,4,14,2
-30.336111,27.359444,171.90001,2011,4,14,2
-30.830556,26.921389,175.90001,2011,4,15,2
-27.902778,24.615556,208.0,2011,4,15,2
-34.031944,22.053333,157.5,2011,4,15,2
-29.803611,30.516111,134.2,2011,4,15,2
-22.43772222,31.07805556,172.0,2011,4,16,2
-25.99136,27.84208,161.1,2011,4,18,2
-34.039722,22.133333,156.0,2011,4,18,2
-28.735556,29.820556,157.90001,2011,4,19,2
-27.802778,28.768333,159.1,2011,4,19,2
-33.38056,19.30167,194.3,2011,4,19,2
-33.31388889,19.07472222,205.90001,2011,4,19,2
-27.356667,27.286389,182.40001,2011,4,19,2
-28.068333,31.55,159.1,2011,4,19,2
-27.398611,26.614722,191.90001,2011,4,20,2
-29.160278,26.573333,190.1,2011,4,20,2
-30.830556,26.921389,175.90001,2011,4,21,2
-27.363611,31.783333,154.40001,2011,4,21,2
-27.044444,27.005,178.7,2011,4,21,2
-27.902778,24.615556,208.0,2011,4,21,2
-28.760833,17.730278,257.5,2011,4,25,2
-26.861111,28.884722,161.0,2011,4,25,2
-26.970278,27.211111,173.90001,2011,4,25,2
-26.45,28.085833,162.5,2011,4,25,2
-27.01011111,26.69808333,183.5,2011,4,26,2
-25.127778,27.628889,169.3,2011,4,26,2
-25.20639,27.558,170.0,2011,4,26,2
-24.69514,27.40906,172.90001,2011,4,26,2
-27.169444,29.233889,157.3,2011,4,26,2
-26.98472222,26.63227778,181.40001,2011,4,26,2
-27.398611,26.614722,191.90001,2011,4,26,2
-27.495556,26.074722,194.2,2011,4,26,2
-34.065833,20.404167,179.3,2011,4,27,2
-28.75,30.442778,161.1,2011,4,27,2
-29.161667,30.629722,137.6,2011,4,27,2
-26.880278,26.965,175.5,2011,4,27,2
-33.897778,20.012778,196.1,2011,4,28,2
-25.99136,27.84208,161.1,2011,2,5,1
-29.380556,30.2775,134.90001,2011,3,5,1
-26.45,28.085833,162.5,2011,3,5,1
-27.902778,24.615556,208.0,2011,3,5,1
-25.45963889,28.26430556,164.5,2011,3,5,1
-25.57877778,29.12747222,161.6,2011,3,5,1
-25.81048333,27.90955222,164.1,2011,4,5,2
-26.006389,29.253889,152.0,2011,4,5,2
-28.404444,30.013056,160.6,2011,4,5,2
-27.802778,28.768333,159.1,2011,4,5,2
-27.356667,27.286389,182.40001,2011,4,5,2
-27.937778,31.209444,154.3,2011,5,5,2
-27.5275,30.858056,150.3,2011,5,5,2
-27.3,28.586944,163.40001,2011,5,5,2
-27.398611,26.614722,191.90001,2011,5,5,2
-27.00222,28.76528,161.6,2011,6,5,2
-27.02314,28.59389,163.1,2011,6,5,2
-26.648056,27.089444,170.90001,2011,6,5,2
-26.970278,27.211111,173.90001,2011,6,5,2
-28.760833,17.730278,257.5,2011,8,5,3
-29.7775,29.470833,138.3,2011,9,5,3
-29.744167,29.905833,141.6,2011,9,5,3
-26.861111,28.884722,161.0,2011,9,5,3
-26.970278,27.211111,173.90001,2011,9,5,3
-31.104278,29.399722,134.1,2011,9,5,3
-25.127778,27.628889,169.3,2011,10,5,4
-25.20639,27.558,170.0,2011,10,5,4
-24.69514,27.40906,172.90001,2011,10,5,4
-24.058889,31.237222,154.6,2011,10,5,4
-24.034167,31.123611,153.8,2011,10,5,4
-28.747778,31.745833,152.90001,2011,10,5,4
-30.733889,29.828333,132.40001,2011,10,5,4
-26.98472222,26.63227778,181.40001,2011,10,5,4
-27.398611,26.614722,191.90001,2011,10,5,4
-29.160278,26.573333,190.1,2011,10,5,4
-31.396,29.2651,134.5,2011,10,5,4
-33.501667,21.624167,189.1,2011,10,5,4
-32.502778,19.535833,233.40001,2011,10,5,4
-31.5653,18.3306,208.7,2011,10,5,4
-27.495556,26.074722,194.2,2011,10,5,4
-24.183889,30.823889,152.3,2011,11,5,4
-28.801278,31.955389,150.2,2011,11,5,4
-30.398056,30.601944,134.7,2011,11,5,4
-30.27402,30.69602,134.40001,2011,11,5,4
-27.00222,28.76528,161.6,2011,11,5,4
-27.02314,28.59389,163.1,2011,11,5,4
-27.273889,28.49,164.3,2011,11,5,4
-27.4275,28.525833,163.6,2011,11,5,4
-27.044444,27.005,178.7,2011,11,5,4
-22.225556,29.990556,179.5,2014,11,24,4
-30.568333,29.422778,137.7,2011,11,5,4
-30.570833,29.150556,138.90001,2011,11,5,4
-32.595833,19.009444,218.5,2011,11,5,4
-29.140556,31.391944,143.5,2011,12,5,4
-29.641944,30.6875,139.7,2011,12,5,4
-24.679167,30.8025,143.3,2011,12,5,4
-30.830556,26.921389,175.90001,2011,12,5,4
-30.13573889,30.67422222,136.5,2011,12,5,4
-26.73806,27.59194,168.1,2011,12,5,4
-31.000833,26.353056,181.2,2011,12,5,4
-22.225556,29.990556,192.8,2015,7,30,3
-22.225556,29.990556,192.8,2015,3,8,1
-30.679722,26.7125,180.90001,2011,12,5,4
-31.031389,28.883333,138.90001,2011,12,5,4
-30.86013889,29.07125,140.6,2011,12,5,4
-30.77586667,29.03221667,141.5,2011,12,5,4
-24.925278,29.324444,162.40001,2011,5,13,2
-29.658056,25.973333,186.90001,2011,5,13,2
-30.534167,24.961944,205.0,2011,5,13,2
-29.803611,30.516111,134.2,2011,5,13,2
-25.447222,30.711667,146.6,2011,5,13,2
-25.99136,27.84208,161.1,2011,5,16,2
-25.513889,31.224444,149.40001,2011,5,16,2
-26.861111,28.884722,161.0,2011,5,16,2
-26.970278,27.211111,173.90001,2011,5,16,2
-34.031944,22.053333,157.5,2011,5,16,2
-34.039722,22.133333,156.0,2011,5,16,2
-33.38056,19.30167,194.3,2011,5,16,2
-33.31388889,19.07472222,205.90001,2011,5,16,2
-27.01011111,26.69808333,183.5,2011,5,17,2
-25.436111,31.982222,148.90001,2011,5,17,2
-25.681111,31.783333,149.2,2011,5,17,2
-25.67386,31.57527,154.8,2011,5,17,2
-26.98472222,26.63227778,181.40001,2011,5,17,2
-27.398611,26.614722,191.90001,2011,5,17,2
-25.45963889,28.26430556,164.5,2011,5,17,2
-28.338333,31.373611,148.5,2011,5,17,2
-28.068333,31.55,159.1,2011,5,17,2
-25.81048333,27.90955222,164.1,2011,5,18,2
-24.768889,31.39,148.6,2011,5,18,2
-26.880278,26.965,175.5,2011,5,18,2
-28.801278,31.955389,150.2,2011,5,19,2
-27.169444,29.233889,157.3,2011,5,19,2
-25.447222,30.711667,146.6,2011,5,19,2
-22.548889,28.898056,161.40001,2011,5,20,2
-22.43772222,31.07805556,172.0,2011,5,20,2
-27.902778,24.615556,208.0,2011,5,20,2
-28.760833,17.730278,257.5,2011,5,22,2
-25.49037,30.6986,144.7,2011,5,23,2
-28.75,30.442778,161.1,2011,5,23,2
-26.73806,27.59194,168.1,2011,5,23,2
-26.45,28.085833,162.5,2011,5,23,2
-27.356667,27.286389,182.40001,2011,5,23,2
-22.935,28.004167,164.0,2011,5,24,2
-33.980556,21.653333,164.5,2011,5,24,2
-25.127778,27.628889,169.3,2011,5,24,2
-25.20639,27.558,170.0,2011,5,24,2
-24.69514,27.40906,172.90001,2011,5,24,2
-27.363611,31.783333,154.40001,2011,5,24,2
-27.169444,29.233889,157.3,2011,5,24,2
-27.802778,28.768333,159.1,2011,5,24,2
-28.141944,26.417778,192.90001,2011,5,24,2
-28.116667,26.725278,188.7,2011,5,24,2
-27.398611,26.614722,191.90001,2011,5,24,2
-27.671111,27.236944,182.90001,2011,5,24,2
-28.69485,28.23487,160.7,2011,5,24,2
-34.092222,21.295278,173.1,2011,5,24,2
-27.495556,26.074722,194.2,2011,5,24,2
-34.065833,20.404167,179.3,2011,5,25,2
-23.23572222,27.717,162.0,2011,5,25,2
-28.75,30.442778,161.1,2011,5,25,2
-29.161667,30.629722,137.6,2011,5,25,2
-26.648056,27.089444,170.90001,2011,5,25,2
-27.273889,28.49,164.3,2011,5,25,2
